subscription_id,customer_id,plan_id,plan_key,contract_type,start_date,end_date,locations,discount_pct,list_mrr,billed_mrr,is_active
SUB_00036,CUST_00027,1,basic,monthly,2024-10-01,2025-12-01,1,0.1,99,89.1,False
SUB_00037,CUST_00028,2,pro,annual,2024-09-01,2025-03-01,8,0.0,579,579.0,False
SUB_00038,CUST_00028,2,pro,annual,2025-03-01,,9,0.0,619,619.0,True
SUB_00039,CUST_00029,1,basic,annual,2025-09-01,,1,0.0,99,99.0,True
SUB_00040,CUST_00030,2,pro,monthly,2025-08-01,,1,0.0,299,299.0,True
SUB_00041,CUST_00031,3,enterprise,annual,2024-03-01,2025-09-01,4,0.1,1009,908.1,False
SUB_00042,CUST_00031,3,enterprise,annual,2025-09-01,,5,0.1,1079,971.1,True
SUB_00043,CUST_00032,3,enterprise,annual,2025-03-01,,3,0.0,939,939.0,True
SUB_00044,CUST_00033,1,basic,monthly,2023-09-01,2023-11-01,1,0.0,99,99.0,False
SUB_00045,CUST_00034,1,basic,monthly,2024-03-01,,1,0.0,99,99.0,True
SUB_00046,CUST_00035,2,pro,monthly,2023-03-01,2024-08-01,1,0.0,299,299.0,False
SUB_00047,CUST_00035,2,pro,monthly,2024-08-01,,2,0.0,339,339.0,True
SUB_00048,CUST_00036,2,pro,annual,2024-03-01,2024-05-01,5,0.1,459,413.1,False
SUB_00049,CUST_00036,2,pro,annual,2024-05-01,2025-06-01,4,0.1,419,377.1,False
SUB_00050,CUST_00037,1,basic,annual,2024-05-01,2024-08-01,1,0.0,99,99.0,False
SUB_00051,CUST_00038,1,basic,monthly,2025-06-01,,1,0.0,99,99.0,True
SUB_00052,CUST_00039,1,basic,monthly,2023-07-01,,1,0.0,99,99.0,True
SUB_00053,CUST_00040,1,basic,monthly,2024-01-01,2024-02-01,1,0.0,99,99.0,False
SUB_00054,CUST_00041,2,pro,monthly,2024-05-01,,1,0.0,299,299.0,True
SUB_00055,CUST_00042,1,basic,annual,2023-07-01,2023-08-01,4,0.0,99,99.0,False
SUB_00056,CUST_00043,2,pro,annual,2024-04-01,,6,0.1,499,449.1,True
SUB_00057,CUST_00044,1,basic,monthly,2023-05-01,,1,0.0,99,99.0,True
SUB_00058,CUST_00045,3,enterprise,annual,2025-07-01,,8,0.0,1289,1289.0,True
SUB_00059,CUST_00046,2,pro,monthly,2025-09-01,2025-10-01,5,0.0,459,459.0,False
SUB_00060,CUST_00046,2,pro,monthly,2025-10-01,,4,0.0,419,419.0,True
SUB_00061,CUST_00047,1,basic,monthly,2023-05-01,,1,0.0,99,99.0,True
SUB_00062,CUST_00048,1,basic,annual,2025-12-01,,1,0.0,99,99.0,True
SUB_00063,CUST_00049,1,basic,monthly,2023-05-01,2025-01-01,1,0.0,99,99.0,False
SUB_00064,CUST_00050,2,pro,monthly,2024-05-01,2025-05-01,2,0.0,339,339.0,False
SUB_00065,CUST_00050,2,pro,monthly,2025-05-01,,3,0.0,379,379.0,True
SUB_00066,CUST_00051,2,pro,monthly,2025-12-01,,4,0.0,419,419.0,True
SUB_00067,CUST_00052,1,basic,monthly,2024-06-01,,1,0.0,99,99.0,True
SUB_00068,CUST_00053,1,basic,monthly,2023-05-01,2024-04-01,1,0.0,99,99.0,False
SUB_00069,CUST_00054,1,basic,monthly,2024-03-01,,1,0.0,99,99.0,True
SUB_00070,CUST_00055,1,basic,monthly,2024-05-01,2024-12-01,1,0.0,99,99.0,False
SUB_00071,CUST_00056,1,basic,annual,2025-12-01,,2,0.0,99,99.0,True
SUB_00072,CUST_00057,2,pro,annual,2023-10-01,2024-12-01,4,0.1,419,377.1,False
SUB_00073,CUST_00057,2,pro,annual,2024-12-01,2025-01-01,5,0.1,459,413.1,False
SUB_00074,CUST_00057,2,pro,annual,2025-01-01,2025-04-01,6,0.1,499,449.1,False
SUB_00075,CUST_00057,2,pro,annual,2025-04-01,,7,0.1,539,485.1,True
SUB_00076,CUST_00058,1,basic,monthly,2024-07-01,,1,0.0,99,99.0,True
SUB_00077,CUST_00059,2,pro,monthly,2024-06-01,2024-07-01,5,0.1,459,413.1,False
SUB_00078,CUST_00060,1,basic,monthly,2025-05-01,2025-11-01,1,0.0,99,99.0,False
SUB_00079,CUST_00061,1,basic,monthly,2024-06-01,,1,0.0,99,99.0,True
SUB_00080,CUST_00062,1,basic,annual,2023-08-01,2023-10-01,1,0.1,99,89.1,False
SUB_00081,CUST_00062,1,basic,annual,2023-10-01,,2,0.1,99,89.1,True
SUB_00082,CUST_00063,1,basic,monthly,2025-01-01,,1,0.1,99,89.1,True
SUB_00083,CUST_00064,2,pro,monthly,2023-03-01,2023-07-01,1,0.1,299,269.1,False
SUB_00084,CUST_00065,2,pro,monthly,2025-04-01,,1,0.0,299,299.0,True
SUB_00085,CUST_00066,2,pro,annual,2023-11-01,,1,0.0,299,299.0,True
SUB_00086,CUST_00067,1,basic,monthly,2024-11-01,,1,0.0,99,99.0,True
SUB_00087,CUST_00068,2,pro,annual,2024-05-01,2025-02-01,2,0.1,339,305.1,False
SUB_00088,CUST_00068,2,pro,annual,2025-02-01,,3,0.1,379,341.1,True
SUB_00089,CUST_00069,2,pro,annual,2025-08-01,,3,0.0,379,379.0,True
SUB_00090,CUST_00070,1,basic,monthly,2024-04-01,2024-06-01,1,0.0,99,99.0,False
SUB_00091,CUST_00071,2,pro,monthly,2023-05-01,2025-07-01,1,0.0,299,299.0,False
SUB_00092,CUST_00072,2,pro,monthly,2024-11-01,,1,0.0,299,299.0,True
SUB_00093,CUST_00073,1,basic,monthly,2024-06-01,2024-07-01,1,0.0,99,99.0,False
SUB_00094,CUST_00074,2,pro,annual,2025-06-01,,3,0.0,379,379.0,True
SUB_00095,CUST_00075,1,basic,monthly,2024-06-01,,1,0.0,99,99.0,True
SUB_00096,CUST_00076,2,pro,monthly,2024-02-01,2024-09-01,4,0.0,419,419.0,False
SUB_00097,CUST_00076,2,pro,monthly,2024-09-01,,5,0.0,459,459.0,True
SUB_00098,CUST_00077,1,basic,monthly,2024-10-01,,1,0.0,99,99.0,True
SUB_00099,CUST_00078,1,basic,monthly,2025-04-01,,1,0.0,99,99.0,True
SUB_00100,CUST_00079,1,basic,annual,2025-02-01,,1,0.1,99,89.1,True
SUB_00101,CUST_00080,1,basic,monthly,2023-01-01,2024-12-01,1,0.0,99,99.0,False
SUB_00102,CUST_00081,2,pro,monthly,2024-10-01,2025-10-01,2,0.0,339,339.0,False
SUB_00103,CUST_00081,2,pro,monthly,2025-10-01,,3,0.0,379,379.0,True
SUB_00104,CUST_00082,1,basic,monthly,2023-12-01,2024-06-01,1,0.0,99,99.0,False
SUB_00105,CUST_00083,2,pro,annual,2023-07-01,2025-04-01,4,0.0,419,419.0,False
SUB_00106,CUST_00083,2,pro,annual,2025-04-01,2025-08-01,5,0.0,459,459.0,False
SUB_00107,CUST_00084,1,basic,monthly,2024-02-01,,1,0.0,99,99.0,True
SUB_00108,CUST_00085,2,pro,annual,2023-05-01,2023-07-01,3,0.2,379,303.2,False
SUB_00109,CUST_00086,2,pro,monthly,2025-02-01,,4,0.0,419,419.0,True
SUB_00110,CUST_00087,1,basic,monthly,2023-08-01,2025-03-01,1,0.0,99,99.0,False
SUB_00111,CUST_00087,1,basic,monthly,2025-03-01,,2,0.0,99,99.0,True
SUB_00112,CUST_00088,1,basic,monthly,2025-08-01,,4,0.2,99,79.2,True
SUB_00113,CUST_00089,1,basic,annual,2025-08-01,,1,0.0,99,99.0,True
SUB_00114,CUST_00090,3,enterprise,annual,2025-06-01,2025-11-01,7,0.2,1219,975.2,False
SUB_00115,CUST_00090,3,enterprise,annual,2025-11-01,,8,0.2,1289,1031.2,True
SUB_00116,CUST_00091,2,pro,annual,2025-07-01,,3,0.2,379,303.2,True
SUB_00117,CUST_00092,1,basic,monthly,2024-05-01,,1,0.0,99,99.0,True
SUB_00118,CUST_00093,1,basic,monthly,2024-05-01,,1,0.0,99,99.0,True
SUB_00119,CUST_00094,2,pro,monthly,2024-10-01,2025-07-01,1,0.0,299,299.0,False
SUB_00120,CUST_00095,1,basic,monthly,2023-11-01,,1,0.0,99,99.0,True
SUB_00121,CUST_00096,1,basic,annual,2025-05-01,,1,0.0,99,99.0,True
SUB_00122,CUST_00097,2,pro,annual,2023-02-01,,3,0.0,379,379.0,True
SUB_00123,CUST_00098,1,basic,monthly,2024-12-01,2025-10-01,1,0.0,99,99.0,False
SUB_00124,CUST_00099,2,pro,monthly,2024-03-01,2024-07-01,3,0.0,379,379.0,False
SUB_00125,CUST_00099,2,pro,monthly,2024-07-01,,4,0.0,419,419.0,True
SUB_00126,CUST_00100,1,basic,annual,2025-04-01,2025-11-01,1,0.2,99,79.2,False
SUB_00127,CUST_00100,1,basic,annual,2025-11-01,,2,0.2,99,79.2,True
SUB_00128,CUST_00101,2,pro,annual,2025-12-01,,8,0.3,579,405.3,True
SUB_00129,CUST_00102,1,basic,monthly,2025-05-01,,1,0.1,99,89.1,True
SUB_00130,CUST_00103,1,basic,monthly,2024-03-01,,1,0.0,99,99.0,True
SUB_00131,CUST_00104,1,basic,monthly,2025-05-01,,1,0.0,99,99.0,True
SUB_00132,CUST_00105,1,basic,monthly,2024-12-01,,1,0.1,99,89.1,True
SUB_00133,CUST_00106,2,pro,monthly,2023-03-01,2025-02-01,1,0.0,299,299.0,False
SUB_00134,CUST_00107,1,basic,monthly,2023-09-01,,1,0.0,99,99.0,True
SUB_00135,CUST_00108,1,basic,monthly,2024-06-01,,1,0.0,99,99.0,True
SUB_00136,CUST_00109,2,pro,monthly,2023-08-01,,2,0.1,339,305.1,True
SUB_00137,CUST_00110,1,basic,annual,2024-09-01,2025-02-01,1,0.1,99,89.1,False
SUB_00138,CUST_00110,1,basic,annual,2025-02-01,2025-06-01,2,0.1,99,89.1,False
SUB_00139,CUST_00111,2,pro,annual,2024-02-01,2024-07-01,8,0.0,579,579.0,False
SUB_00140,CUST_00111,2,pro,annual,2024-07-01,,7,0.0,539,539.0,True
SUB_00141,CUST_00112,2,pro,monthly,2024-09-01,,1,0.0,299,299.0,True
SUB_00142,CUST_00113,3,enterprise,annual,2023-03-01,2023-04-01,7,0.1,1219,1097.1,False
SUB_00143,CUST_00113,3,enterprise,annual,2023-04-01,2025-09-01,8,0.1,1289,1160.1,False
SUB_00144,CUST_00113,3,enterprise,annual,2025-09-01,,7,0.1,1219,1097.1,True
SUB_00145,CUST_00114,1,basic,monthly,2024-11-01,,1,0.0,99,99.0,True
SUB_00146,CUST_00115,1,basic,annual,2025-01-01,2025-06-01,1,0.1,99,89.1,False
SUB_00147,CUST_00116,2,pro,monthly,2025-12-01,,1,0.1,299,269.1,True
SUB_00148,CUST_00117,1,basic,annual,2025-09-01,,1,0.0,99,99.0,True
SUB_00149,CUST_00118,1,basic,monthly,2024-05-01,,1,0.0,99,99.0,True
SUB_00150,CUST_00119,1,basic,monthly,2025-08-01,,1,0.0,99,99.0,True
SUB_00151,CUST_00120,1,basic,monthly,2024-10-01,,1,0.0,99,99.0,True
SUB_00152,CUST_00121,1,basic,monthly,2024-07-01,2025-12-01,1,0.0,99,99.0,False
SUB_00153,CUST_00122,1,basic,annual,2025-04-01,,1,0.1,99,89.1,True
SUB_00154,CUST_00123,2,pro,monthly,2025-10-01,2025-12-01,2,0.0,339,339.0,False
SUB_00155,CUST_00123,2,pro,monthly,2025-12-01,,1,0.0,299,299.0,True
SUB_00156,CUST_00124,1,basic,monthly,2024-05-01,2024-06-01,1,0.0,99,99.0,False
SUB_00157,CUST_00125,3,enterprise,monthly,2025-05-01,,1,0.0,799,799.0,True
SUB_00158,CUST_00126,1,basic,monthly,2024-09-01,2025-03-01,1,0.0,99,99.0,False
SUB_00159,CUST_00127,1,basic,monthly,2024-01-01,,1,0.0,99,99.0,True
SUB_00160,CUST_00128,1,basic,annual,2025-12-01,,1,0.1,99,89.1,True
SUB_00161,CUST_00129,1,basic,monthly,2025-01-01,,1,0.0,99,99.0,True
SUB_00162,CUST_00130,1,basic,monthly,2023-04-01,2023-11-01,1,0.0,99,99.0,False
SUB_00163,CUST_00131,2,pro,monthly,2025-10-01,,2,0.1,339,305.1,True
SUB_00164,CUST_00132,1,basic,monthly,2024-11-01,,1,0.2,99,79.2,True
SUB_00165,CUST_00133,1,basic,monthly,2023-05-01,2023-12-01,1,0.0,99,99.0,False
SUB_00166,CUST_00134,1,basic,annual,2023-11-01,2025-12-01,1,0.0,99,99.0,False
SUB_00167,CUST_00135,1,basic,annual,2025-05-01,,1,0.0,99,99.0,True
SUB_00168,CUST_00136,2,pro,monthly,2025-07-01,,1,0.0,299,299.0,True
SUB_00169,CUST_00137,1,basic,monthly,2023-05-01,,1,0.0,99,99.0,True
SUB_00170,CUST_00138,1,basic,monthly,2024-03-01,,1,0.0,99,99.0,True
SUB_00171,CUST_00139,1,basic,monthly,2023-11-01,2024-03-01,1,0.0,99,99.0,False
SUB_00172,CUST_00140,1,basic,monthly,2024-04-01,2024-10-01,1,0.0,99,99.0,False
SUB_00173,CUST_00140,1,basic,monthly,2024-10-01,2025-01-01,2,0.0,99,99.0,False
SUB_00174,CUST_00141,2,pro,annual,2024-04-01,,1,0.1,299,269.1,True
SUB_00175,CUST_00142,2,pro,annual,2024-02-01,2025-12-01,3,0.1,379,341.1,False
SUB_00176,CUST_00142,2,pro,annual,2025-12-01,,4,0.1,419,377.1,True
SUB_00177,CUST_00143,2,pro,monthly,2023-10-01,2024-06-01,7,0.0,539,539.0,False
SUB_00178,CUST_00143,2,pro,monthly,2024-06-01,2025-09-01,8,0.0,579,579.0,False
SUB_00179,CUST_00143,2,pro,monthly,2025-09-01,,9,0.0,619,619.0,True
SUB_00180,CUST_00144,2,pro,annual,2024-08-01,2025-04-01,2,0.1,339,305.1,False
SUB_00181,CUST_00144,2,pro,annual,2025-04-01,,3,0.1,379,341.1,True
SUB_00182,CUST_00145,1,basic,monthly,2024-07-01,,1,0.1,99,89.1,True
SUB_00183,CUST_00146,1,basic,monthly,2025-06-01,2025-07-01,1,0.0,99,99.0,False
SUB_00184,CUST_00147,3,enterprise,monthly,2023-02-01,2025-05-01,1,0.0,799,799.0,False
SUB_00185,CUST_00148,1,basic,monthly,2023-12-01,,1,0.0,99,99.0,True
SUB_00186,CUST_00149,1,basic,monthly,2025-06-01,,1,0.0,99,99.0,True
SUB_00187,CUST_00150,1,basic,monthly,2024-11-01,,1,0.0,99,99.0,True
SUB_00188,CUST_00151,1,basic,annual,2025-10-01,,1,0.1,99,89.1,True
SUB_00189,CUST_00152,1,basic,monthly,2025-07-01,,1,0.0,99,99.0,True
SUB_00190,CUST_00153,2,pro,monthly,2025-11-01,,5,0.0,459,459.0,True
SUB_00191,CUST_00154,1,basic,monthly,2023-04-01,2024-07-01,1,0.0,99,99.0,False
SUB_00192,CUST_00155,2,pro,annual,2023-04-01,,5,0.1,459,413.1,True
SUB_00193,CUST_00156,1,basic,annual,2025-09-01,,1,0.0,99,99.0,True
SUB_00194,CUST_00157,1,basic,monthly,2023-11-01,,1,0.0,99,99.0,True
SUB_00195,CUST_00158,1,basic,monthly,2023-08-01,2024-06-01,1,0.0,99,99.0,False
SUB_00196,CUST_00159,1,basic,monthly,2024-08-01,2024-12-01,1,0.0,99,99.0,False
SUB_00197,CUST_00160,3,enterprise,monthly,2024-05-01,,6,0.2,1149,919.2,True
SUB_00198,CUST_00161,2,pro,monthly,2023-10-01,2025-02-01,1,0.0,299,299.0,False
SUB_00199,CUST_00162,1,basic,monthly,2025-11-01,,1,0.0,99,99.0,True
SUB_00200,CUST_00163,2,pro,monthly,2025-09-01,,3,0.1,379,341.1,True
SUB_00201,CUST_00164,1,basic,monthly,2025-02-01,,1,0.0,99,99.0,True
SUB_00202,CUST_00165,2,pro,annual,2025-02-01,,2,0.1,339,305.1,True
SUB_00203,CUST_00166,2,pro,annual,2025-02-01,,4,0.0,419,419.0,True
SUB_00204,CUST_00167,3,enterprise,monthly,2025-10-01,,10,0.0,1429,1429.0,True
SUB_00205,CUST_00168,2,pro,monthly,2023-07-01,2025-09-01,1,0.0,299,299.0,False
SUB_00206,CUST_00169,1,basic,monthly,2023-10-01,2024-01-01,1,0.0,99,99.0,False
SUB_00207,CUST_00169,1,basic,monthly,2024-01-01,2024-05-01,2,0.0,99,99.0,False
SUB_00208,CUST_00170,1,basic,monthly,2024-06-01,2024-09-01,1,0.0,99,99.0,False
SUB_00209,CUST_00170,1,basic,monthly,2024-09-01,2025-06-01,2,0.0,99,99.0,False
SUB_00210,CUST_00171,2,pro,monthly,2025-12-01,,4,0.0,419,419.0,True
SUB_00211,CUST_00172,2,pro,monthly,2023-03-01,2024-09-01,4,0.2,419,335.2,False
SUB_00212,CUST_00172,2,pro,monthly,2024-09-01,2025-03-01,3,0.2,379,303.2,False
SUB_00213,CUST_00172,2,pro,monthly,2025-03-01,2025-09-01,4,0.2,419,335.2,False
SUB_00214,CUST_00172,2,pro,monthly,2025-09-01,,5,0.2,459,367.2,True
SUB_00215,CUST_00173,1,basic,monthly,2024-04-01,,1,0.1,99,89.1,True
SUB_00216,CUST_00174,2,pro,annual,2023-07-01,2025-02-01,5,0.2,459,367.2,False
SUB_00217,CUST_00174,2,pro,annual,2025-02-01,2025-07-01,4,0.2,419,335.2,False
SUB_00218,CUST_00174,2,pro,annual,2025-07-01,,5,0.2,459,367.2,True
SUB_00219,CUST_00175,1,basic,monthly,2023-04-01,2023-09-01,1,0.0,99,99.0,False
SUB_00220,CUST_00176,1,basic,monthly,2024-01-01,,1,0.0,99,99.0,True
SUB_00221,CUST_00177,2,pro,annual,2024-05-01,2025-11-01,2,0.1,339,305.1,False
SUB_00222,CUST_00177,2,pro,annual,2025-11-01,,3,0.1,379,341.1,True
SUB_00223,CUST_00178,2,pro,monthly,2025-07-01,,4,0.0,419,419.0,True
SUB_00224,CUST_00179,2,pro,annual,2023-11-01,2024-02-01,10,0.1,659,593.1,False
SUB_00225,CUST_00179,2,pro,annual,2024-02-01,,11,0.1,699,629.1,True
SUB_00226,CUST_00180,1,basic,monthly,2025-05-01,,1,0.0,99,99.0,True
SUB_00227,CUST_00181,2,pro,annual,2025-09-01,,7,0.0,539,539.0,True
SUB_00228,CUST_00182,1,basic,annual,2024-08-01,2025-11-01,1,0.1,99,89.1,False
SUB_00229,CUST_00183,2,pro,monthly,2023-04-01,,1,0.0,299,299.0,True
SUB_00230,CUST_00184,3,enterprise,annual,2024-04-01,2025-12-01,8,0.1,1289,1160.1,False
SUB_00231,CUST_00184,3,enterprise,annual,2025-12-01,,9,0.1,1359,1223.1,True
SUB_00232,CUST_00185,2,pro,annual,2023-10-01,2025-10-01,3,0.1,379,341.1,False
SUB_00233,CUST_00185,2,pro,annual,2025-10-01,,4,0.1,419,377.1,True
SUB_00234,CUST_00186,1,basic,monthly,2025-06-01,,1,0.0,99,99.0,True
SUB_00235,CUST_00187,3,enterprise,monthly,2024-10-01,,6,0.1,1149,1034.1,True
SUB_00236,CUST_00188,1,basic,annual,2025-01-01,,1,0.3,99,69.3,True
SUB_00237,CUST_00189,2,pro,monthly,2025-09-01,,1,0.1,299,269.1,True
SUB_00238,CUST_00190,3,enterprise,monthly,2025-08-01,,5,0.1,1079,971.1,True
SUB_00239,CUST_00191,3,enterprise,annual,2025-03-01,2025-07-01,3,0.2,939,751.2,False
SUB_00240,CUST_00191,3,enterprise,annual,2025-07-01,,4,0.2,1009,807.2,True
SUB_00241,CUST_00192,2,pro,monthly,2023-01-01,,3,0.0,379,379.0,True
SUB_00242,CUST_00193,2,pro,annual,2024-06-01,,5,0.2,459,367.2,True
SUB_00243,CUST_00194,1,basic,monthly,2024-04-01,,1,0.0,99,99.0,True
SUB_00244,CUST_00195,1,basic,monthly,2024-03-01,2024-07-01,1,0.0,99,99.0,False
SUB_00245,CUST_00195,1,basic,monthly,2024-07-01,2024-09-01,2,0.0,99,99.0,False
SUB_00246,CUST_00196,2,pro,monthly,2025-04-01,2025-08-01,2,0.1,339,305.1,False
SUB_00247,CUST_00196,2,pro,monthly,2025-08-01,,3,0.1,379,341.1,True
SUB_00248,CUST_00197,2,pro,annual,2023-08-01,2024-07-01,6,0.1,499,449.1,False
SUB_00249,CUST_00197,2,pro,annual,2024-07-01,2025-01-01,7,0.1,539,485.1,False
SUB_00250,CUST_00197,2,pro,annual,2025-01-01,2025-06-01,6,0.1,499,449.1,False
SUB_00251,CUST_00197,2,pro,annual,2025-06-01,,5,0.1,459,413.1,True
SUB_00252,CUST_00198,1,basic,monthly,2025-05-01,,1,0.1,99,89.1,True
SUB_00253,CUST_00199,2,pro,annual,2025-09-01,,2,0.2,339,271.2,True
SUB_00254,CUST_00200,2,pro,annual,2024-03-01,,5,0.3,459,321.3,True
SUB_00255,CUST_00201,1,basic,annual,2025-01-01,,1,0.0,99,99.0,True
SUB_00256,CUST_00202,2,pro,annual,2024-01-01,2024-07-01,1,0.0,299,299.0,False
SUB_00257,CUST_00202,2,pro,annual,2024-07-01,,2,0.0,339,339.0,True
SUB_00258,CUST_00203,1,basic,monthly,2024-03-01,2024-06-01,1,0.0,99,99.0,False
SUB_00259,CUST_00204,3,enterprise,annual,2024-05-01,2025-03-01,2,0.2,869,695.2,False
SUB_00260,CUST_00204,3,enterprise,annual,2025-03-01,,1,0.2,799,639.2,True
SUB_00261,CUST_00205,2,pro,annual,2024-02-01,,2,0.0,339,339.0,True
SUB_00262,CUST_00206,2,pro,annual,2023-01-01,2023-07-01,5,0.2,459,367.2,False
SUB_00263,CUST_00206,2,pro,annual,2023-07-01,,6,0.2,499,399.2,True
SUB_00264,CUST_00207,1,basic,annual,2023-12-01,2024-06-01,1,0.1,99,89.1,False
SUB_00265,CUST_00207,1,basic,annual,2024-06-01,,2,0.1,99,89.1,True
SUB_00266,CUST_00208,1,basic,monthly,2024-05-01,,1,0.0,99,99.0,True
SUB_00267,CUST_00209,1,basic,monthly,2025-05-01,,1,0.0,99,99.0,True
SUB_00268,CUST_00210,2,pro,annual,2025-11-01,,2,0.1,339,305.1,True
SUB_00269,CUST_00211,2,pro,annual,2025-12-01,,2,0.2,339,271.2,True
SUB_00270,CUST_00212,3,enterprise,monthly,2025-04-01,,8,0.0,1289,1289.0,True
SUB_00271,CUST_00213,1,basic,monthly,2023-06-01,,1,0.0,99,99.0,True
SUB_00272,CUST_00214,2,pro,annual,2024-10-01,2025-11-01,2,0.1,339,305.1,False
SUB_00273,CUST_00215,1,basic,monthly,2025-05-01,,1,0.0,99,99.0,True
SUB_00274,CUST_00216,2,pro,annual,2024-03-01,2025-01-01,3,0.1,379,341.1,False
SUB_00275,CUST_00216,2,pro,annual,2025-01-01,2025-02-01,4,0.1,419,377.1,False
SUB_00276,CUST_00216,2,pro,annual,2025-02-01,,5,0.1,459,413.1,True
SUB_00277,CUST_00217,2,pro,monthly,2025-03-01,,3,0.1,379,341.1,True
SUB_00278,CUST_00218,3,enterprise,annual,2025-02-01,,3,0.0,939,939.0,True
SUB_00279,CUST_00219,1,basic,monthly,2023-06-01,,1,0.0,99,99.0,True
SUB_00280,CUST_00220,2,pro,annual,2023-05-01,2023-12-01,2,0.2,339,271.2,False
SUB_00281,CUST_00220,2,pro,annual,2023-12-01,2024-05-01,3,0.2,379,303.2,False
SUB_00282,CUST_00220,2,pro,annual,2024-05-01,2024-07-01,4,0.2,419,335.2,False
SUB_00283,CUST_00220,2,pro,annual,2024-07-01,,5,0.2,459,367.2,True
SUB_00284,CUST_00221,2,pro,annual,2024-12-01,,1,0.2,299,239.2,True
SUB_00285,CUST_00222,3,enterprise,annual,2023-04-01,2023-08-01,7,0.3,1219,853.3,False
SUB_00286,CUST_00222,3,enterprise,annual,2023-08-01,2024-04-01,8,0.3,1289,902.3,False
SUB_00287,CUST_00222,3,enterprise,annual,2024-04-01,,9,0.3,1359,951.3,True
SUB_00288,CUST_00223,1,basic,monthly,2024-03-01,,1,0.0,99,99.0,True
SUB_00289,CUST_00224,1,basic,monthly,2025-01-01,2025-10-01,1,0.0,99,99.0,False
SUB_00290,CUST_00225,1,basic,monthly,2023-02-01,2024-01-01,1,0.0,99,99.0,False
SUB_00291,CUST_00226,1,basic,monthly,2024-07-01,,1,0.0,99,99.0,True
SUB_00292,CUST_00227,1,basic,monthly,2023-10-01,2023-11-01,1,0.0,99,99.0,False
