event_id,customer_id,subscription_id,event_date,event_type,old_plan_id,new_plan_id,old_locations,new_locations,old_discount_pct,new_discount_pct
EVT_00134,CUST_00554,SUB_00554,2023-01-20,signup,,3,,4,,0.0
EVT_00135,CUST_00850,SUB_00850,2023-01-20,signup,,1,,1,,0.0
EVT_00136,CUST_05813,SUB_05813,2023-01-20,signup,,3,,6,,0.0
EVT_00137,CUST_06979,SUB_06979,2023-01-20,signup,,1,,1,,0.0
EVT_00138,CUST_01839,SUB_01839,2023-01-21,signup,,1,,1,,0.0
EVT_00139,CUST_05314,SUB_05314,2023-01-21,signup,,1,,1,,0.0
EVT_00140,CUST_06206,SUB_06206,2023-01-21,signup,,1,,1,,0.0
EVT_00141,CUST_00780,SUB_00780,2023-01-22,signup,,1,,1,,0.0
EVT_00142,CUST_01088,SUB_01088,2023-01-22,signup,,1,,1,,0.0
EVT_00143,CUST_01312,SUB_01312,2023-01-22,signup,,1,,1,,0.0
EVT_00144,CUST_01480,SUB_01480,2023-01-22,signup,,2,,3,,0.0
EVT_00145,CUST_01553,SUB_01553,2023-01-22,signup,,1,,1,,0.1
EVT_00146,CUST_01753,SUB_01753,2023-01-22,signup,,1,,1,,0.0
EVT_00147,CUST_01904,SUB_01904,2023-01-22,signup,,1,,1,,0.2
EVT_00148,CUST_02184,SUB_02184,2023-01-22,signup,,2,,2,,0.0
EVT_00149,CUST_03427,SUB_03427,2023-01-22,signup,,2,,9,,0.1
EVT_00150,CUST_04893,SUB_04893,2023-01-22,signup,,1,,1,,0.0
EVT_00151,CUST_05266,SUB_05266,2023-01-22,signup,,1,,1,,0.0
EVT_00152,CUST_05337,SUB_05337,2023-01-22,signup,,1,,1,,0.2
EVT_00153,CUST_06203,SUB_06203,2023-01-22,signup,,1,,1,,0.1
EVT_00154,CUST_02603,SUB_02603,2023-01-23,signup,,2,,2,,0.1
EVT_00155,CUST_03448,SUB_03448,2023-01-23,signup,,1,,1,,0.0
EVT_00156,CUST_04139,SUB_04139,2023-01-23,signup,,2,,4,,0.2
EVT_00157,CUST_05227,SUB_05227,2023-01-23,signup,,1,,1,,0.1
EVT_00158,CUST_06504,SUB_06504,2023-01-23,signup,,2,,6,,0.1
EVT_00159,CUST_00377,SUB_00377,2023-01-24,signup,,1,,1,,0.0
EVT_00160,CUST_00703,SUB_00703,2023-01-24,signup,,2,,4,,0.0
EVT_00161,CUST_00932,SUB_00932,2023-01-24,signup,,1,,1,,0.0
EVT_00162,CUST_02222,SUB_02222,2023-01-24,signup,,2,,3,,0.0
EVT_00163,CUST_03263,SUB_03263,2023-01-24,signup,,1,,1,,0.0
EVT_00164,CUST_04113,SUB_04113,2023-01-24,signup,,1,,1,,0.0
EVT_00165,CUST_05247,SUB_05247,2023-01-24,signup,,2,,9,,0.0
EVT_00166,CUST_06199,SUB_06199,2023-01-24,signup,,2,,2,,0.2
EVT_00167,CUST_02293,SUB_02293,2023-01-25,signup,,3,,9,,0.2
EVT_00168,CUST_03435,SUB_03435,2023-01-25,signup,,2,,2,,0.2
EVT_00169,CUST_04309,SUB_04309,2023-01-25,signup,,1,,1,,0.1
EVT_00170,CUST_05273,SUB_05273,2023-01-25,signup,,2,,1,,0.0
EVT_00171,CUST_00626,SUB_00626,2023-01-26,signup,,3,,7,,0.0
EVT_00172,CUST_00991,SUB_00991,2023-01-26,signup,,2,,3,,0.1
EVT_00173,CUST_01601,SUB_01601,2023-01-26,signup,,2,,4,,0.1
EVT_00174,CUST_02221,SUB_02221,2023-01-26,signup,,1,,1,,0.1
EVT_00175,CUST_03327,SUB_03327,2023-01-26,signup,,1,,1,,0.1
EVT_00176,CUST_03855,SUB_03855,2023-01-26,signup,,2,,5,,0.0
EVT_00177,CUST_03876,SUB_03876,2023-01-26,signup,,1,,1,,0.1
EVT_00178,CUST_04127,SUB_04127,2023-01-26,signup,,1,,1,,0.2
EVT_00179,CUST_04272,SUB_04272,2023-01-26,signup,,1,,1,,0.0
EVT_00180,CUST_05954,SUB_05954,2023-01-26,signup,,2,,2,,0.1
EVT_00181,CUST_06822,SUB_06822,2023-01-26,signup,,1,,5,,0.0
EVT_00182,CUST_05368,SUB_05368,2023-01-27,signup,,2,,1,,0.0
EVT_00183,CUST_06139,SUB_06139,2023-01-27,signup,,1,,1,,0.0
EVT_00184,CUST_06143,SUB_06143,2023-01-27,signup,,1,,1,,0.0
EVT_00185,CUST_01574,SUB_01574,2023-01-28,signup,,1,,1,,0.1
EVT_00186,CUST_01719,SUB_01719,2023-01-28,signup,,1,,1,,0.1
EVT_00187,CUST_01765,SUB_01765,2023-01-28,signup,,3,,9,,0.1
EVT_00188,CUST_01795,SUB_01795,2023-01-28,signup,,2,,5,,0.0
EVT_00189,CUST_01940,SUB_01940,2023-01-28,signup,,1,,1,,0.0
EVT_00190,CUST_02139,SUB_02139,2023-01-28,signup,,1,,1,,0.0
EVT_00191,CUST_03185,SUB_03185,2023-01-28,signup,,1,,1,,0.0
EVT_00192,CUST_04761,SUB_04761,2023-01-28,signup,,1,,1,,0.0
EVT_00193,CUST_05060,SUB_05060,2023-01-28,signup,,3,,7,,0.0
EVT_00194,CUST_06045,SUB_06045,2023-01-28,signup,,2,,4,,0.1
EVT_00195,CUST_00192,SUB_00192,2023-01-29,signup,,2,,3,,0.0
EVT_00196,CUST_00945,SUB_00945,2023-01-29,signup,,2,,2,,0.2
EVT_00197,CUST_04626,SUB_04626,2023-01-29,signup,,2,,2,,0.1
EVT_00198,CUST_04868,SUB_04868,2023-01-29,signup,,1,,1,,0.0
EVT_00199,CUST_06543,SUB_06543,2023-01-29,signup,,1,,1,,0.1
EVT_00200,CUST_06910,SUB_06910,2023-01-29,signup,,1,,1,,0.0
EVT_00201,CUST_01846,SUB_01846,2023-01-30,signup,,1,,1,,0.0
EVT_00202,CUST_03906,SUB_03906,2023-01-30,signup,,2,,5,,0.1
EVT_00203,CUST_06059,SUB_06059,2023-01-30,signup,,1,,1,,0.0
EVT_00204,CUST_06649,SUB_06649,2023-01-30,signup,,3,,6,,0.0
EVT_00205,CUST_01817,SUB_01817,2023-01-31,signup,,1,,1,,0.0
EVT_00206,CUST_04082,SUB_04082,2023-01-31,signup,,1,,1,,0.1
EVT_00207,CUST_04124,SUB_04124,2023-01-31,signup,,1,,1,,0.1
EVT_00208,CUST_00411,SUB_00411,2023-02-01,signup,,2,,8,,0.0
EVT_00209,CUST_01312,,2023-02-01,expansion,1,1,1,2,0.0,0.0
EVT_00210,CUST_02042,SUB_02042,2023-02-01,signup,,1,,1,,0.1
EVT_00211,CUST_02184,,2023-02-01,contraction,2,2,2,1,0.0,0.0
EVT_00212,CUST_02487,SUB_02487,2023-02-01,signup,,1,,5,,0.0
EVT_00213,CUST_03906,,2023-02-01,contraction,2,2,5,4,0.1,0.1
EVT_00214,CUST_04200,SUB_04200,2023-02-01,signup,,1,,1,,0.1
EVT_00215,CUST_04326,,2023-02-01,churn,1,,1,,0.0,
EVT_00216,CUST_04526,,2023-02-01,churn,1,,1,,0.2,
EVT_00217,CUST_05060,,2023-02-01,expansion,3,3,7,8,0.0,0.0
EVT_00218,CUST_05266,,2023-02-01,expansion,1,1,1,2,0.0,0.0
EVT_00219,CUST_05405,,2023-02-01,expansion,1,1,1,2,0.0,0.0
EVT_00220,CUST_06275,,2023-02-01,churn,1,,1,,0.1,
EVT_00221,CUST_06822,,2023-02-01,expansion,1,1,5,6,0.0,0.0
EVT_00222,CUST_00398,SUB_00398,2023-02-02,signup,,2,,8,,0.1
EVT_00223,CUST_01359,SUB_01359,2023-02-02,signup,,1,,1,,0.0
EVT_00224,CUST_01754,SUB_01754,2023-02-02,signup,,1,,1,,0.0
EVT_00225,CUST_03117,SUB_03117,2023-02-02,signup,,2,,1,,0.0
EVT_00226,CUST_04020,SUB_04020,2023-02-02,signup,,1,,1,,0.1
EVT_00227,CUST_04145,SUB_04145,2023-02-02,signup,,1,,1,,0.1
EVT_00228,CUST_06952,SUB_06952,2023-02-02,signup,,2,,2,,0.1
EVT_00229,CUST_01112,SUB_01112,2023-02-03,signup,,2,,9,,0.1
EVT_00230,CUST_03081,SUB_03081,2023-02-03,signup,,3,,5,,0.0
EVT_00231,CUST_03647,SUB_03647,2023-02-03,signup,,2,,10,,0.2
EVT_00232,CUST_04214,SUB_04214,2023-02-03,signup,,2,,1,,0.1
EVT_00233,CUST_05013,SUB_05013,2023-02-03,signup,,1,,1,,0.0
EVT_00234,CUST_00425,SUB_00425,2023-02-04,signup,,1,,1,,0.0
EVT_00235,CUST_02876,SUB_02876,2023-02-04,signup,,1,,1,,0.1
EVT_00236,CUST_03796,SUB_03796,2023-02-04,signup,,1,,1,,0.0
EVT_00237,CUST_03886,SUB_03886,2023-02-04,signup,,1,,1,,0.1
EVT_00238,CUST_06072,SUB_06072,2023-02-04,signup,,3,,8,,0.2
EVT_00239,CUST_01202,SUB_01202,2023-02-05,signup,,2,,2,,0.0
EVT_00240,CUST_01786,SUB_01786,2023-02-05,signup,,3,,6,,0.2
EVT_00241,CUST_02753,SUB_02753,2023-02-05,signup,,1,,1,,0.0
EVT_00242,CUST_03028,SUB_03028,2023-02-05,signup,,2,,4,,0.1
EVT_00243,CUST_04617,SUB_04617,2023-02-05,signup,,2,,1,,0.0
EVT_00244,CUST_04777,SUB_04777,2023-02-05,signup,,1,,1,,0.0
EVT_00245,CUST_05073,SUB_05073,2023-02-05,signup,,1,,1,,0.0
EVT_00246,CUST_01556,SUB_01556,2023-02-06,signup,,1,,1,,0.0
EVT_00247,CUST_03935,SUB_03935,2023-02-06,signup,,1,,1,,0.0
EVT_00248,CUST_04819,SUB_04819,2023-02-06,signup,,1,,1,,0.0
EVT_00249,CUST_05332,SUB_05332,2023-02-06,signup,,2,,3,,0.0
EVT_00250,CUST_00948,SUB_00948,2023-02-07,signup,,2,,3,,0.0
EVT_00251,CUST_02017,SUB_02017,2023-02-07,signup,,2,,4,,0.0
EVT_00252,CUST_03577,SUB_03577,2023-02-07,signup,,2,,2,,0.0
EVT_00253,CUST_03670,SUB_03670,2023-02-07,signup,,2,,3,,0.2
EVT_00254,CUST_03921,SUB_03921,2023-02-07,signup,,1,,1,,0.0
EVT_00255,CUST_05432,SUB_05432,2023-02-07,signup,,2,,3,,0.1
EVT_00256,CUST_06145,SUB_06145,2023-02-07,signup,,1,,1,,0.0
EVT_00257,CUST_06810,SUB_06810,2023-02-07,signup,,2,,2,,0.2
EVT_00258,CUST_00279,SUB_00279,2023-02-08,signup,,3,,7,,0.1
EVT_00259,CUST_00796,SUB_00796,2023-02-08,signup,,3,,9,,0.0
EVT_00260,CUST_00904,SUB_00904,2023-02-08,signup,,2,,3,,0.0
EVT_00261,CUST_01428,SUB_01428,2023-02-08,signup,,1,,1,,0.2
EVT_00262,CUST_04207,SUB_04207,2023-02-08,signup,,1,,1,,0.1
EVT_00263,CUST_04513,SUB_04513,2023-02-08,signup,,1,,1,,0.0
EVT_00264,CUST_06129,SUB_06129,2023-02-08,signup,,1,,1,,0.1
EVT_00265,CUST_02550,SUB_02550,2023-02-09,signup,,2,,3,,0.0
EVT_00266,CUST_03048,SUB_03048,2023-02-09,signup,,1,,1,,0.0
EVT_00267,CUST_03754,SUB_03754,2023-02-09,signup,,1,,1,,0.0
EVT_00268,CUST_04049,SUB_04049,2023-02-09,signup,,3,,2,,0.2
EVT_00269,CUST_04551,SUB_04551,2023-02-09,signup,,2,,4,,0.1
EVT_00270,CUST_05382,SUB_05382,2023-02-09,signup,,1,,1,,0.0
EVT_00271,CUST_00097,SUB_00097,2023-02-10,signup,,2,,3,,0.0
EVT_00272,CUST_01457,SUB_01457,2023-02-10,signup,,1,,1,,0.0
EVT_00273,CUST_02114,SUB_02114,2023-02-10,signup,,3,,3,,0.1
EVT_00274,CUST_02512,SUB_02512,2023-02-10,signup,,1,,1,,0.2
EVT_00275,CUST_02539,SUB_02539,2023-02-10,signup,,1,,1,,0.2
EVT_00276,CUST_02903,SUB_02903,2023-02-10,signup,,1,,1,,0.0
EVT_00277,CUST_03226,SUB_03226,2023-02-10,signup,,1,,1,,0.1
EVT_00278,CUST_03360,SUB_03360,2023-02-10,signup,,2,,1,,0.0
EVT_00279,CUST_03720,SUB_03720,2023-02-10,signup,,2,,3,,0.0
EVT_00280,CUST_03860,SUB_03860,2023-02-10,signup,,1,,1,,0.1
EVT_00281,CUST_03994,SUB_03994,2023-02-10,signup,,2,,4,,0.0
EVT_00282,CUST_05019,SUB_05019,2023-02-10,signup,,1,,1,,0.0
EVT_00283,CUST_05373,SUB_05373,2023-02-10,signup,,2,,4,,0.2
EVT_00284,CUST_02119,SUB_02119,2023-02-11,signup,,1,,1,,0.0
EVT_00285,CUST_02932,SUB_02932,2023-02-11,signup,,2,,4,,0.0
EVT_00286,CUST_04635,SUB_04635,2023-02-11,signup,,1,,1,,0.0
EVT_00287,CUST_05257,SUB_05257,2023-02-11,signup,,2,,4,,0.2
EVT_00288,CUST_00147,SUB_00147,2023-02-12,signup,,3,,1,,0.0
EVT_00289,CUST_02517,SUB_02517,2023-02-12,signup,,1,,1,,0.0
EVT_00290,CUST_03816,SUB_03816,2023-02-12,signup,,1,,1,,0.0
EVT_00291,CUST_05003,SUB_05003,2023-02-12,signup,,1,,1,,0.1
EVT_00292,CUST_06507,SUB_06507,2023-02-12,signup,,1,,1,,0.0
EVT_00293,CUST_03666,SUB_03666,2023-02-13,signup,,1,,1,,0.0
EVT_00294,CUST_03849,SUB_03849,2023-02-13,signup,,2,,3,,0.0
EVT_00295,CUST_05398,SUB_05398,2023-02-13,signup,,2,,4,,0.1
EVT_00296,CUST_05923,SUB_05923,2023-02-13,signup,,2,,3,,0.1
EVT_00297,CUST_00676,SUB_00676,2023-02-14,signup,,1,,1,,0.0
EVT_00298,CUST_01499,SUB_01499,2023-02-14,signup,,1,,1,,0.0
EVT_00299,CUST_03843,SUB_03843,2023-02-14,signup,,2,,2,,0.2
EVT_00300,CUST_04167,SUB_04167,2023-02-14,signup,,2,,3,,0.1
EVT_00301,CUST_04456,SUB_04456,2023-02-14,signup,,2,,6,,0.2
EVT_00302,CUST_04676,SUB_04676,2023-02-14,signup,,1,,1,,0.0
EVT_00303,CUST_02638,SUB_02638,2023-02-15,signup,,1,,1,,0.0
EVT_00304,CUST_02790,SUB_02790,2023-02-15,signup,,1,,1,,0.0
EVT_00305,CUST_05014,SUB_05014,2023-02-15,signup,,2,,3,,0.0
EVT_00306,CUST_05182,SUB_05182,2023-02-15,signup,,2,,2,,0.1
EVT_00307,CUST_06944,SUB_06944,2023-02-15,signup,,1,,1,,0.0
EVT_00308,CUST_02642,SUB_02642,2023-02-16,signup,,1,,1,,0.0
EVT_00309,CUST_03070,SUB_03070,2023-02-16,signup,,1,,1,,0.0
EVT_00310,CUST_03732,SUB_03732,2023-02-16,signup,,1,,1,,0.0
EVT_00311,CUST_03812,SUB_03812,2023-02-16,signup,,2,,5,,0.1
EVT_00312,CUST_04429,SUB_04429,2023-02-16,signup,,2,,1,,0.0
EVT_00313,CUST_05778,SUB_05778,2023-02-16,signup,,1,,1,,0.0
EVT_00314,CUST_01431,SUB_01431,2023-02-17,signup,,2,,2,,0.0
EVT_00315,CUST_01464,SUB_01464,2023-02-17,signup,,3,,3,,0.1
EVT_00316,CUST_02555,SUB_02555,2023-02-17,signup,,2,,2,,0.0
EVT_00317,CUST_04417,SUB_04417,2023-02-17,signup,,2,,1,,0.3
EVT_00318,CUST_05126,SUB_05126,2023-02-17,signup,,2,,3,,0.0
EVT_00319,CUST_05989,SUB_05989,2023-02-17,signup,,2,,5,,0.0
EVT_00320,CUST_01579,SUB_01579,2023-02-18,signup,,1,,1,,0.0
EVT_00321,CUST_02686,SUB_02686,2023-02-18,signup,,2,,4,,0.0
EVT_00322,CUST_02766,SUB_02766,2023-02-18,signup,,1,,1,,0.0
EVT_00323,CUST_03937,SUB_03937,2023-02-18,signup,,1,,1,,0.0
EVT_00324,CUST_04842,SUB_04842,2023-02-18,signup,,1,,1,,0.0
EVT_00325,CUST_05436,SUB_05436,2023-02-18,signup,,1,,1,,0.0
EVT_00326,CUST_06597,SUB_06597,2023-02-18,signup,,2,,2,,0.1
EVT_00327,CUST_06678,SUB_06678,2023-02-18,signup,,1,,1,,0.0
EVT_00328,CUST_01152,SUB_01152,2023-02-19,signup,,2,,1,,0.0
EVT_00329,CUST_01998,SUB_01998,2023-02-19,signup,,1,,1,,0.1
EVT_00330,CUST_02617,SUB_02617,2023-02-19,signup,,1,,1,,0.0
