customer_id,segment,signup_date,initial_plan_key,initial_contract_type,initial_locations,status
CUST_00116,mid,2025-01-30,pro,monthly,4,active
CUST_00117,mid,2025-07-07,pro,monthly,3,active
CUST_00118,mid,2024-02-03,basic,monthly,3,active
CUST_00119,mid,2023-04-23,pro,monthly,3,active
CUST_00120,small,2023-09-18,basic,annual,1,active
CUST_00121,large,2025-03-30,basic,annual,6,active
CUST_00122,small,2023-09-23,pro,monthly,1,active
CUST_00123,small,2025-08-07,pro,monthly,1,active
CUST_00124,mid,2023-11-08,pro,annual,3,active
CUST_00125,small,2024-10-12,basic,annual,1,active
CUST_00126,small,2025-04-18,basic,annual,1,active
CUST_00127,mid,2023-03-03,pro,annual,4,active
CUST_00128,small,2025-01-20,basic,monthly,1,active
CUST_00129,mid,2024-10-19,pro,annual,4,active
CUST_00130,small,2025-09-25,basic,monthly,1,active
CUST_00131,small,2023-06-01,basic,monthly,1,active
CUST_00132,mid,2025-11-28,basic,monthly,3,active
CUST_00133,large,2023-10-13,enterprise,monthly,7,active
CUST_00134,small,2023-11-05,basic,monthly,1,active
CUST_00135,small,2023-09-06,basic,annual,1,active
CUST_00136,small,2025-09-23,pro,monthly,1,active
CUST_00137,large,2023-06-08,pro,monthly,6,active
CUST_00138,large,2023-05-23,enterprise,annual,6,active
CUST_00139,small,2023-03-07,basic,annual,1,active
CUST_00140,mid,2024-11-22,pro,monthly,2,active
CUST_00141,small,2023-02-02,basic,monthly,1,active
CUST_00142,large,2024-10-19,enterprise,annual,8,active
CUST_00143,small,2024-11-30,basic,monthly,1,active
CUST_00144,small,2023-03-17,basic,monthly,1,active
CUST_00145,small,2025-08-28,basic,monthly,1,active
CUST_00146,small,2025-12-06,basic,monthly,1,active
CUST_00147,small,2023-06-07,pro,monthly,1,active
CUST_00148,small,2024-11-22,basic,monthly,1,active
CUST_00149,small,2024-01-15,basic,monthly,1,active
CUST_00150,large,2024-08-26,enterprise,annual,7,active
CUST_00151,small,2023-03-17,basic,annual,1,active
CUST_00152,mid,2025-08-18,pro,annual,5,active
CUST_00153,small,2023-05-22,basic,monthly,1,active
CUST_00154,small,2023-08-27,basic,monthly,1,active
CUST_00155,mid,2024-06-09,pro,annual,5,active
CUST_00156,small,2025-04-03,basic,monthly,1,active
CUST_00157,small,2025-08-31,basic,monthly,1,active
CUST_00158,small,2023-02-26,basic,monthly,1,active
CUST_00159,mid,2023-09-10,pro,monthly,3,active
CUST_00160,large,2025-12-02,enterprise,annual,9,active
CUST_00161,small,2024-04-18,basic,monthly,1,active
CUST_00162,mid,2025-10-19,pro,monthly,2,active
CUST_00163,mid,2023-05-27,pro,annual,3,active
CUST_00164,small,2024-01-10,basic,monthly,1,active
CUST_00165,mid,2024-02-22,pro,monthly,4,active
CUST_00166,small,2024-02-01,basic,monthly,1,active
CUST_00167,large,2025-11-03,pro,monthly,9,active
CUST_00168,small,2025-11-21,basic,annual,1,active
CUST_00169,mid,2023-02-18,pro,annual,3,active
CUST_00170,mid,2025-09-20,enterprise,monthly,2,active
CUST_00171,small,2024-07-27,basic,monthly,1,active
CUST_00172,large,2024-09-12,enterprise,annual,6,active
CUST_00173,small,2025-08-30,basic,monthly,1,active
CUST_00174,small,2024-12-17,basic,monthly,1,active
CUST_00175,mid,2024-09-10,pro,monthly,3,active
CUST_00176,mid,2023-07-24,pro,annual,4,active
CUST_00177,large,2024-03-07,pro,annual,7,active
CUST_00178,small,2024-02-04,basic,annual,1,active
CUST_00179,small,2023-03-13,basic,monthly,1,active
CUST_00180,small,2023-04-29,basic,annual,1,active
CUST_00181,mid,2023-07-10,pro,monthly,4,active
CUST_00182,large,2025-07-11,pro,annual,7,active
CUST_00183,small,2025-06-18,basic,monthly,1,active
CUST_00184,mid,2023-02-19,pro,monthly,3,active
CUST_00185,mid,2023-10-17,basic,monthly,2,active
CUST_00186,small,2024-12-23,basic,monthly,1,active
CUST_00187,mid,2023-05-28,enterprise,annual,4,active
CUST_00188,mid,2024-03-01,pro,monthly,3,active
CUST_00189,small,2024-03-01,basic,monthly,1,active
CUST_00190,small,2023-02-27,basic,monthly,1,active
CUST_00191,small,2023-12-19,basic,monthly,1,active
CUST_00192,mid,2024-03-28,pro,monthly,5,active
CUST_00193,small,2023-12-26,basic,monthly,1,active
CUST_00194,small,2024-12-07,pro,monthly,1,active
CUST_00195,mid,2025-02-01,pro,annual,2,active
CUST_00196,small,2023-12-30,pro,monthly,1,active
CUST_00197,small,2023-08-26,basic,monthly,1,active
CUST_00198,small,2023-04-30,basic,monthly,1,active
CUST_00199,small,2024-03-07,basic,annual,1,active
CUST_00200,mid,2024-04-09,pro,monthly,5,active
CUST_00201,small,2023-09-11,pro,monthly,1,active
CUST_00202,mid,2025-04-12,pro,annual,3,active
CUST_00203,large,2025-02-04,pro,annual,6,active
CUST_00204,small,2025-09-18,basic,monthly,1,active
CUST_00205,small,2025-06-29,basic,monthly,1,active
CUST_00206,mid,2025-07-26,enterprise,annual,2,active
CUST_00207,mid,2024-03-07,pro,monthly,2,active
CUST_00208,small,2025-04-15,basic,monthly,1,active
CUST_00209,mid,2025-06-26,pro,annual,2,active
CUST_00210,small,2025-02-24,basic,monthly,1,active
CUST_00211,small,2024-12-11,pro,annual,1,active
CUST_00212,small,2023-12-22,basic,monthly,1,active
CUST_00213,mid,2025-08-14,pro,annual,2,active
CUST_00214,small,2023-09-23,basic,monthly,1,active
CUST_00215,small,2025-04-17,basic,monthly,1,active
CUST_00216,mid,2023-05-22,enterprise,monthly,2,active
CUST_00217,small,2025-01-07,basic,monthly,1,active
CUST_00218,mid,2025-12-11,pro,annual,5,active
CUST_00219,small,2024-10-19,basic,annual,1,active
CUST_00220,small,2025-07-03,basic,annual,1,active
CUST_00221,mid,2024-10-11,pro,annual,2,active
CUST_00222,small,2023-09-12,basic,monthly,1,active
CUST_00223,small,2024-02-03,basic,monthly,1,active
CUST_00224,mid,2024-07-02,pro,monthly,4,active
CUST_00225,mid,2024-11-26,enterprise,monthly,3,active
CUST_00226,small,2023-07-02,basic,monthly,1,active
CUST_00227,mid,2025-08-13,pro,annual,4,active
CUST_00228,small,2023-12-11,pro,monthly,1,active
CUST_00229,small,2024-03-16,basic,monthly,1,active
CUST_00230,small,2023-07-25,pro,monthly,1,active
CUST_00231,small,2023-01-30,basic,monthly,1,active
CUST_00232,mid,2025-09-12,enterprise,monthly,4,active
CUST_00233,small,2023-09-18,basic,monthly,1,active
CUST_00234,mid,2025-07-16,pro,monthly,2,active
CUST_00235,mid,2025-04-14,pro,monthly,3,active
CUST_00236,small,2025-01-27,basic,monthly,1,active
CUST_00237,mid,2025-05-13,pro,annual,3,active
CUST_00238,mid,2024-06-13,basic,monthly,2,active
CUST_00239,small,2024-02-28,basic,annual,1,active
CUST_00240,small,2023-12-06,basic,monthly,1,active
CUST_00241,small,2025-01-22,basic,monthly,1,active
CUST_00242,small,2024-07-05,pro,monthly,1,active
CUST_00243,mid,2023-02-15,pro,monthly,2,active
CUST_00244,mid,2023-01-06,pro,annual,5,active
CUST_00245,small,2024-03-21,pro,monthly,1,active
CUST_00246,mid,2024-06-23,pro,annual,5,active
CUST_00247,mid,2024-09-27,pro,monthly,3,active
CUST_00248,mid,2023-01-12,pro,annual,2,active
CUST_00249,small,2023-01-03,basic,monthly,1,active
CUST_00250,small,2023-01-25,basic,annual,1,active
CUST_00251,small,2025-02-18,basic,monthly,1,active
CUST_00252,mid,2023-05-22,pro,monthly,2,active
CUST_00253,small,2025-05-20,basic,monthly,1,active
CUST_00254,small,2023-12-03,basic,monthly,1,active
CUST_00255,mid,2023-06-22,pro,annual,4,active
CUST_00256,small,2023-07-23,basic,annual,1,active
CUST_00257,small,2025-02-03,basic,monthly,1,active
CUST_00258,small,2024-09-11,basic,monthly,1,active
CUST_00259,mid,2023-12-04,pro,monthly,4,active
CUST_00260,mid,2023-10-30,pro,annual,2,active
CUST_00261,small,2024-09-24,basic,monthly,1,active
CUST_00262,mid,2023-11-18,pro,monthly,2,active
CUST_00263,small,2025-07-10,pro,monthly,1,active
CUST_00264,small,2025-02-27,basic,monthly,1,active
CUST_00265,small,2024-10-09,basic,monthly,1,active
CUST_00266,small,2025-04-16,basic,monthly,1,active
CUST_00267,mid,2024-07-30,enterprise,annual,4,active
CUST_00268,small,2025-06-20,pro,monthly,1,active
CUST_00269,small,2023-07-14,basic,annual,1,active
CUST_00270,large,2024-04-10,pro,monthly,6,active
CUST_00271,small,2025-02-12,basic,annual,1,active
CUST_00272,large,2025-02-24,pro,annual,7,active
CUST_00273,small,2024-09-19,basic,monthly,1,active
CUST_00274,mid,2023-03-02,pro,monthly,3,active
CUST_00275,mid,2025-05-24,pro,annual,2,active
CUST_00276,large,2024-05-26,enterprise,monthly,6,active
CUST_00277,small,2025-12-16,basic,annual,1,active
CUST_00278,small,2024-12-11,basic,monthly,1,active
CUST_00279,small,2023-12-18,basic,monthly,1,active
CUST_00280,mid,2025-09-06,pro,annual,3,active
CUST_00281,small,2023-06-12,basic,monthly,1,active
CUST_00282,small,2025-06-04,basic,monthly,1,active
CUST_00283,small,2025-12-04,basic,monthly,1,active
CUST_00284,small,2025-04-11,pro,monthly,1,active
CUST_00285,small,2023-05-09,pro,monthly,1,active
CUST_00286,small,2025-10-22,basic,monthly,1,active
CUST_00287,small,2024-01-27,basic,annual,1,active
CUST_00288,mid,2025-09-04,pro,annual,4,active
CUST_00289,mid,2023-02-08,pro,annual,3,active
CUST_00290,mid,2025-12-29,pro,monthly,2,active
CUST_00291,mid,2024-04-30,pro,annual,4,active
CUST_00292,small,2024-08-12,basic,monthly,1,active
CUST_00293,large,2023-05-09,enterprise,annual,6,active
CUST_00294,small,2023-11-16,basic,monthly,1,active
CUST_00295,small,2023-09-18,basic,monthly,1,active
CUST_00296,mid,2025-09-10,pro,monthly,3,active
CUST_00297,small,2024-01-18,pro,monthly,1,active
CUST_00298,mid,2023-08-29,pro,monthly,4,active
CUST_00299,mid,2024-07-13,pro,monthly,4,active
CUST_00300,large,2025-07-29,enterprise,annual,7,active
CUST_00301,small,2023-08-17,basic,monthly,1,active
CUST_00302,small,2023-02-18,basic,monthly,1,active
CUST_00303,small,2024-09-10,basic,monthly,1,active
CUST_00304,large,2023-04-13,enterprise,annual,9,active
CUST_00305,small,2023-08-09,basic,annual,1,active
CUST_00306,small,2025-02-08,basic,monthly,1,active
CUST_00307,small,2025-04-26,basic,monthly,1,active
CUST_00308,small,2023-10-11,pro,monthly,1,active
CUST_00309,small,2025-06-28,pro,monthly,1,active
CUST_00310,small,2024-06-03,pro,monthly,1,active
CUST_00311,mid,2025-11-29,pro,monthly,2,active
CUST_00312,small,2023-09-15,pro,annual,1,active
CUST_00313,small,2023-08-14,basic,annual,1,active
CUST_00314,mid,2023-06-22,basic,monthly,2,active
CUST_00315,mid,2025-12-01,pro,annual,3,active
CUST_00316,mid,2025-05-08,pro,annual,3,active
CUST_00317,small,2025-08-15,basic,monthly,1,active
CUST_00318,small,2023-12-14,basic,monthly,1,active
CUST_00319,mid,2025-01-19,pro,monthly,4,active
CUST_00320,mid,2024-05-26,pro,annual,4,active
CUST_00321,mid,2024-03-17,pro,annual,2,active
CUST_00322,mid,2024-09-20,pro,monthly,2,active
CUST_00323,small,2025-08-26,basic,monthly,1,active
CUST_00324,mid,2025-04-04,pro,annual,2,active
CUST_00325,small,2025-01-29,basic,annual,1,active
CUST_00326,mid,2025-06-18,pro,annual,5,active
CUST_00327,small,2023-08-03,basic,monthly,1,active
CUST_00328,small,2024-07-06,basic,annual,1,active
CUST_00329,small,2025-09-25,basic,annual,1,active
CUST_00330,mid,2023-10-09,pro,monthly,2,active
CUST_00331,large,2024-04-23,enterprise,annual,6,active
CUST_00332,mid,2023-03-30,pro,annual,4,active
CUST_00333,mid,2025-11-12,pro,annual,5,active
CUST_00334,mid,2025-01-08,pro,annual,2,active
CUST_00335,mid,2024-11-16,pro,monthly,2,active
CUST_00336,mid,2025-12-05,basic,annual,4,active
CUST_00337,small,2024-01-30,basic,monthly,1,active
CUST_00338,mid,2025-02-18,pro,annual,2,active
CUST_00339,small,2025-01-05,basic,annual,1,active
CUST_00340,large,2024-09-17,enterprise,annual,8,active
CUST_00341,mid,2024-07-14,pro,monthly,4,active
CUST_00342,mid,2024-10-05,pro,monthly,2,active
CUST_00343,small,2023-05-24,basic,monthly,1,active
CUST_00344,mid,2025-04-21,pro,annual,4,active
CUST_00345,small,2025-03-24,basic,monthly,1,active
CUST_00346,large,2025-03-20,enterprise,monthly,6,active
CUST_00347,small,2023-12-25,basic,monthly,1,active
CUST_00348,small,2024-02-21,basic,monthly,1,active
CUST_00349,small,2024-04-03,pro,monthly,1,active
CUST_00350,small,2025-03-05,basic,monthly,1,active
CUST_00351,small,2025-03-12,basic,monthly,1,active
CUST_00352,mid,2024-08-27,pro,annual,2,active
CUST_00353,small,2024-12-25,basic,monthly,1,active
CUST_00354,small,2023-10-14,basic,monthly,1,active
CUST_00355,mid,2025-07-31,pro,monthly,5,active
CUST_00356,mid,2024-06-12,pro,annual,2,active
CUST_00357,large,2024-09-24,enterprise,annual,9,active
CUST_00358,small,2025-02-04,basic,monthly,1,active
CUST_00359,mid,2024-07-17,pro,annual,4,active
CUST_00360,mid,2024-09-18,pro,monthly,4,active
CUST_00361,mid,2025-11-06,pro,annual,5,active
CUST_00362,small,2023-04-11,basic,monthly,1,active
CUST_00363,small,2023-10-17,basic,monthly,1,active
CUST_00364,mid,2025-11-10,pro,monthly,2,active
CUST_00365,small,2023-07-13,basic,monthly,1,active
CUST_00366,mid,2024-04-28,basic,monthly,4,active
CUST_00367,small,2025-12-14,basic,monthly,1,active
CUST_00368,small,2025-08-16,pro,annual,1,active
CUST_00369,small,2024-12-31,basic,annual,1,active
CUST_00370,mid,2025-03-18,pro,monthly,3,active
CUST_00371,mid,2025-08-07,pro,annual,3,active
CUST_00372,mid,2023-09-17,pro,annual,5,active
CUST_00373,small,2025-02-27,basic,monthly,1,active
CUST_00374,large,2025-03-11,enterprise,annual,7,active
CUST_00375,small,2023-07-24,basic,annual,1,active
CUST_00376,mid,2023-02-13,pro,annual,2,active
CUST_00377,small,2024-10-18,basic,monthly,1,active
CUST_00378,small,2024-03-27,basic,monthly,1,active
CUST_00379,mid,2024-06-18,pro,monthly,4,active
CUST_00380,mid,2023-04-09,pro,monthly,3,active
CUST_00381,small,2024-07-09,basic,monthly,1,active
CUST_00382,mid,2025-08-25,pro,monthly,4,active
CUST_00383,small,2024-04-06,basic,monthly,1,active
CUST_00384,mid,2024-09-26,pro,monthly,3,active
CUST_00385,large,2025-10-31,enterprise,annual,7,active
CUST_00386,small,2024-11-29,basic,monthly,1,active
CUST_00387,small,2024-04-17,basic,monthly,1,active
CUST_00388,small,2024-07-13,basic,annual,1,active
CUST_00389,small,2025-10-12,pro,monthly,1,active
CUST_00390,small,2023-12-01,basic,monthly,1,active
CUST_00391,mid,2023-01-23,pro,monthly,3,active
CUST_00392,small,2024-04-02,basic,annual,1,active
CUST_00393,large,2025-06-16,enterprise,annual,7,active
CUST_00394,small,2025-05-19,basic,monthly,1,active
CUST_00395,small,2025-06-23,basic,monthly,1,active
CUST_00396,mid,2025-08-28,pro,annual,4,active
CUST_00397,large,2023-05-23,basic,monthly,6,active
CUST_00398,mid,2024-11-07,pro,annual,2,active
CUST_00399,small,2023-06-29,basic,annual,1,active
CUST_00400,mid,2023-12-01,pro,monthly,3,active
CUST_00401,mid,2024-06-05,enterprise,monthly,3,active
CUST_00402,small,2025-12-08,basic,monthly,1,active
CUST_00403,small,2024-10-26,basic,monthly,1,active
CUST_00404,mid,2024-05-10,basic,annual,4,active
CUST_00405,small,2023-01-30,basic,monthly,1,active
CUST_00406,large,2023-11-02,enterprise,annual,10,active
CUST_00407,small,2024-05-31,basic,monthly,1,active
CUST_00408,small,2023-10-18,basic,monthly,1,active
CUST_00409,mid,2025-06-27,pro,annual,4,active
CUST_00410,small,2023-08-25,basic,monthly,1,active
CUST_00411,mid,2025-11-20,enterprise,monthly,2,active
CUST_00412,small,2025-03-13,basic,monthly,1,active
CUST_00413,small,2025-08-24,basic,monthly,1,active
CUST_00414,small,2023-08-29,basic,monthly,1,active
CUST_00415,small,2025-04-06,basic,monthly,1,active
CUST_00416,mid,2024-06-26,pro,annual,2,active
CUST_00417,small,2024-05-02,basic,annual,1,active
CUST_00418,large,2025-02-13,enterprise,annual,6,active
CUST_00419,mid,2023-10-14,pro,monthly,2,active
CUST_00420,small,2025-09-04,basic,monthly,1,active
CUST_00421,small,2023-01-13,basic,annual,1,active
CUST_00422,small,2023-04-02,basic,monthly,1,active
CUST_00423,mid,2023-08-11,pro,annual,5,active
CUST_00424,small,2024-02-08,basic,monthly,1,active
CUST_00425,mid,2025-09-29,basic,monthly,3,active
CUST_00426,small,2023-12-03,basic,monthly,1,active
CUST_00427,small,2024-02-24,basic,monthly,1,active
CUST_00428,mid,2024-03-24,pro,annual,3,active
CUST_00429,small,2024-08-19,basic,monthly,1,active
CUST_00430,small,2023-03-19,basic,monthly,1,active
CUST_00431,mid,2024-01-29,pro,monthly,2,active
CUST_00432,small,2024-02-23,pro,monthly,1,active
CUST_00433,mid,2025-04-10,pro,annual,2,active
CUST_00434,small,2024-05-22,basic,monthly,1,active
CUST_00435,small,2024-06-11,basic,monthly,1,active
CUST_00436,small,2023-02-08,basic,monthly,1,active
CUST_00437,mid,2025-11-24,pro,monthly,5,active
CUST_00438,small,2024-06-25,basic,annual,1,active
CUST_00439,large,2024-08-08,pro,annual,8,active
CUST_00440,small,2024-09-02,basic,monthly,1,active
CUST_00441,small,2023-06-08,basic,monthly,1,active
CUST_00442,small,2023-11-20,basic,monthly,1,active
CUST_00443,small,2025-06-13,basic,monthly,1,active
CUST_00444,small,2024-01-16,basic,annual,1,active
CUST_00445,small,2023-05-06,basic,monthly,1,active
CUST_00446,large,2025-11-09,enterprise,annual,6,active
CUST_00447,mid,2024-03-04,pro,monthly,2,active
CUST_00448,small,2024-09-16,basic,annual,1,active
CUST_00449,mid,2023-03-03,pro,annual,2,active
CUST_00450,mid,2025-10-26,enterprise,monthly,4,active
CUST_00451,small,2023-12-12,basic,monthly,1,active
CUST_00452,small,2024-10-16,basic,monthly,1,active
CUST_00453,small,2023-05-21,basic,monthly,1,active
CUST_00454,small,2023-04-16,basic,monthly,1,active
CUST_00455,mid,2023-05-23,pro,annual,5,active
CUST_00456,small,2024-12-17,enterprise,annual,1,active
CUST_00457,mid,2024-12-02,pro,monthly,4,active
CUST_00458,small,2023-08-11,basic,monthly,1,active
CUST_00459,small,2024-11-29,pro,monthly,1,active
CUST_00460,small,2024-08-30,basic,annual,1,active
CUST_00461,mid,2024-08-11,enterprise,annual,3,active
CUST_00462,large,2024-01-28,enterprise,annual,7,active
CUST_00463,small,2025-02-09,pro,annual,1,active
CUST_00464,small,2025-12-25,basic,monthly,1,active
CUST_00465,large,2025-12-21,pro,annual,10,active
CUST_00466,small,2025-02-11,basic,monthly,1,active
CUST_00467,mid,2025-11-30,pro,monthly,2,active
CUST_00468,small,2024-08-03,basic,monthly,1,active
CUST_00469,mid,2024-04-12,pro,monthly,2,active
CUST_00470,large,2024-04-22,enterprise,annual,10,active
CUST_00471,small,2025-07-25,basic,monthly,1,active
CUST_00472,small,2023-07-08,basic,annual,1,active
CUST_00473,small,2025-11-24,basic,annual,1,active
CUST_00474,large,2024-09-30,enterprise,monthly,10,active
CUST_00475,mid,2023-02-08,pro,monthly,4,active
CUST_00476,mid,2023-11-04,pro,annual,5,active
CUST_00477,small,2025-01-30,pro,monthly,1,active
CUST_00478,small,2023-04-14,basic,monthly,1,active
CUST_00479,small,2024-10-30,basic,monthly,1,active
CUST_00480,small,2024-04-01,pro,monthly,1,active
CUST_00481,mid,2024-09-19,pro,monthly,2,active
CUST_00482,small,2024-11-30,basic,monthly,1,active
CUST_00483,small,2024-12-02,basic,monthly,1,active
CUST_00484,small,2024-01-10,pro,monthly,1,active
CUST_00485,mid,2025-06-21,pro,monthly,2,active
CUST_00486,small,2024-01-29,basic,monthly,1,active
CUST_00487,large,2023-07-06,enterprise,monthly,7,active
CUST_00488,mid,2024-04-18,pro,annual,2,active
CUST_00489,small,2025-12-01,basic,monthly,1,active
CUST_00490,large,2025-11-01,pro,monthly,8,active
CUST_00491,small,2025-10-29,basic,monthly,1,active
CUST_00492,small,2023-08-14,pro,monthly,1,active
CUST_00493,small,2023-03-25,pro,annual,1,active
CUST_00494,large,2024-12-21,pro,annual,7,active
CUST_00495,small,2024-01-15,pro,monthly,1,active
CUST_00496,small,2024-04-08,pro,monthly,1,active
CUST_00497,small,2024-07-04,basic,monthly,1,active
CUST_00498,small,2025-05-24,basic,monthly,1,active
CUST_00499,small,2024-04-08,basic,annual,1,active
CUST_00500,small,2025-05-09,basic,annual,1,active
CUST_00501,large,2023-10-08,enterprise,monthly,7,active
CUST_00502,mid,2024-11-15,pro,monthly,3,active
CUST_00503,mid,2024-12-17,pro,monthly,2,active
CUST_00504,small,2025-09-08,basic,monthly,1,active
CUST_00505,large,2023-10-31,enterprise,annual,6,active
CUST_00506,small,2024-03-18,basic,monthly,1,active
CUST_00507,small,2025-11-12,basic,monthly,1,active
CUST_00508,small,2025-06-28,basic,annual,1,active
CUST_00509,small,2023-03-24,pro,monthly,1,active
CUST_00510,small,2025-10-04,basic,monthly,1,active
CUST_00511,small,2024-12-10,pro,monthly,1,active
CUST_00512,mid,2024-01-15,pro,annual,3,active
CUST_00513,small,2023-06-18,basic,monthly,1,active
